X,Y,toponyme,numero,topo_actue
6.63042490255722,46.5222179793013,Rue St Laurent,"1",Rue Saint-Laurent
6.63038519913062,46.522317612719,Rue St Laurent,"2",Rue Saint-Laurent
6.63032840760494,46.5224374288235,Rue St Laurent,"5",Rue Saint-Laurent
6.63025198727705,46.5225413418986,Rue St Laurent,"6",Rue Saint-Laurent
6.63014281538008,46.5226314832004,Rue St Laurent,"7",Rue Saint-Laurent
6.63006093645735,46.5227116086764,Rue St Laurent,"8",Rue Saint-Laurent
6.63000089191403,46.5227541752873,Rue St Laurent,"9",Rue Saint-Laurent
6.62995358409201,46.522800497738,Rue St Laurent,"10",Rue Saint-Laurent
6.62975889420913,46.5226853175176,Rue St Laurent,"11",Rue Saint-Laurent
6.6299080958016,46.5228505760186,Rue St Laurent,"12",Rue Saint-Laurent
6.62986078797958,46.5228956464317,Rue St Laurent,"13",Rue Saint-Laurent
6.62980074343624,46.522948228533,Rue St Laurent,"14",Rue Saint-Laurent
6.62970430826059,46.5230195898747,Rue St Laurent,"15",Rue Saint-Laurent
6.62942410039178,46.52286685145,Rue Mauborget,"16",
6.62981711922074,46.5231610603278,Rue St Laurent,"17",Rue Saint-Laurent
6.62985896844792,46.5231147381846,Rue St Laurent,"18",Rue Saint-Laurent
6.62988990048539,46.5230809355146,Rue St Laurent,"19",Rue Saint-Laurent
6.6299463059655,46.5230308574464,Rue St Laurent,"20",Rue Saint-Laurent
6.63003000441984,46.522949480487,Rue St Laurent,"21",Rue Saint-Laurent
6.63007367317862,46.522919433579,Rue St Laurent,"22",Rue Saint-Laurent
6.63021195758142,46.5229807793319,Rue St Laurent,"22",Rue Saint-Laurent
6.63010278568448,46.5228994022976,Rue St Laurent,"23",Rue Saint-Laurent
6.63018648413883,46.5228192770986,Rue St Laurent,"24",Rue Saint-Laurent
6.63025198727701,46.5227616870388,Rue St Laurent,"25",Rue Saint-Laurent
6.63030839275711,46.5227141125956,Rue St Laurent,"26",Rue Saint-Laurent
6.63041574512246,46.5226327351618,Rue St Laurent,"27",Rue Saint-Laurent
6.63052309748781,46.5225438458256,Rue St Laurent,"28",Rue Saint-Laurent
6.63072693486215,46.5219932129062,Rue du Grand St-Jean,"1",Rue Grand-Saint-Jean
6.63077407269106,46.5219329775347,Rue du Grand St-Jean,"2",Rue Grand-Saint-Jean
6.63083018915404,46.5218650195994,Rue du Grand St-Jean,"3",Rue Grand-Saint-Jean
6.63107706799172,46.5216765840288,Rue du Grand St-Jean,"7",Rue Grand-Saint-Jean
6.63113755884895,46.521633474937,Rue du Grand St-Jean,"8",Rue Grand-Saint-Jean
6.63120669125723,46.5215963118993,Rue du Grand St-Jean,"9",Rue Grand-Saint-Jean
6.631342795686,46.5215368509862,Rue du Grand St-Jean,"10",Rue Grand-Saint-Jean
